path,label,pcaFeatures
s3://p8-ms/Test/Lemon/r_199_100.jpg,Lemon,"[4.9192460289570485, -4.495093214991276, 8.247070761348146, 2.3979213569205022, 2.671529639896866, 1.3867799377907695, -2.837540675133705, -1.4965551613690602, -5.569373582481889, -7.656193962653316, 2.279538593583884, -7.993242486848538, -1.7115198006455343, -5.1894497297369355, -2.4652372360997026, 7.0477426923070094, 1.2321353187071775, -1.2442507007639618, 1.7184814994393405, 3.2678307757690903, 8.855285671045063, -2.43232730724992, -2.0415782057315526, 3.5593725243731233, -4.634823268424365, -1.1867944043781475, 2.986751186066587, 2.005953196655308, 4.638547060410028, -0.5095835620461252, -0.9750813025782478, 1.5651671986869065, -0.6068385909282065, 0.7938161272893355, 2.3201394352321514, 1.08490606687949, 2.13917583556146, -0.5934843263122419, -0.24866544657066633, 0.226620523280782, 2.5174290296162853, 0.6591914173849508, 0.4041665947017842, 1.3504400562159413, -0.43664706517606955, 1.2213067473922352, -1.9361200697987349, 0.941424962471684, 0.7167345171558585, 0.5280529266250295, -0.5459908633224937, -1.8799267694302795, -0.6126993700467213, -0.08762459730184499, 0.2510468855905094, 0.37101697840379727, 0.06605373061498032, -0.5158791164239824, -0.007787372468512525, -3.1493968577007, -2.3027644114511507, -0.37216343144029856, 1.4315920582887551, 0.7142411761323155, -2.0627479653142524, 2.992939884165628, 4.551472603970319, 0.9375720101226915, -1.5426251590744446, 1.6737815178169715, -1.612447818771299, 1.9466016286429426, -0.6389895649432437, 2.543093097142632, -0.7526697371435854, 3.3418116752787133, -1.4952561810377278, 2.360047418435517, -0.7673363359413441, -1.369980070778706, -2.5036181757010536, -0.21742012498051644, 2.5210354879457975, -2.1315124874954647, 1.2787194315467032, -1.9647006973230667, 1.9213486958699935, -0.9651991325295732, -1.033154274918547, -0.354962247097121, -0.1859838815722576, -1.5037137763144683, 1.5982364857715299, 2.0992258211536416, 2.552263143479841, -1.7816662782684916, -0.8043614067555268, 0.902520096797729, -1.7465868332169658, -0.7276133869811179]"
s3://p8-ms/Test/Kaki/275_100.jpg,Kaki,"[5.006517260323958, -19.174256149259172, -19.637040117766176, 7.779678372890801, -3.6451921744640003, 0.9811001839780076, -2.2595613967318915, -4.463543392953601, 13.756614134661204, 1.4435503601568798, 3.2897926476941293, -5.528655197922576, 1.1246370428118118, -1.8897929300039666, 0.25543808258821793, -1.2857211087412885, 2.22666543203049, 4.60480372866679, 3.82858741483751, 0.5884631365517302, -0.045642156994085026, 0.584434917692314, -0.514049554525552, 1.981362580693437, 5.910034705387606, 0.36605043719810915, 2.080070348035043, 0.11346795013143125, -0.10058422881849959, 0.4811491067504067, -1.710198921153139, -1.3220156002310444, -1.1960526564239053, -0.6766852885302242, 1.4471552360153712, -0.4773395603928018, -0.6321558471016329, 0.4301637886842471, 2.423393818479842, 0.49489681074078995, 0.2344626863208163, -0.0147334007155095, 1.703727166975544, -0.13332375796794607, -1.0556913434312667, 0.20810545312525333, -1.5962368985438684, 1.646675574686663, 1.0005020683517372, -0.23997930112975177, -1.117695469684076, 0.7008317163324196, 0.2654348822344796, -0.6677009748428857, -0.32339599274445896, 0.2760299058665306, 1.2613495200111922, -1.9636812785066298, 0.29956673934614936, -0.7114060284882809, 1.1788328832035773, -0.20662435504990295, 1.6741810829162385, -1.0660985498640003, -1.3534021947660504, -0.5137694458966875, -2.0727109820130902, 0.9962028375392898, -0.18288345606176087, 1.285252845843362, -2.45516263926806, 0.47805071305550895, -2.168011037436624, -3.0603830551889604, -1.454526207148303, 1.1058994437142227, -1.1092583545355337, 2.114517831868418, -1.2480464416759682, -2.2454052915269904, -0.06051626164826474, 0.7059520172514302, -1.8007468368013557, 2.9840850576579423, 0.12849751512684127, -0.44113382613490393, -0.0038829111457765464, -1.4410237024177863, 0.1798807873032784, -2.1538520974273196, -1.5901030277507895, -0.49080729496267594, 1.3625528662845496, -1.2547660001897714, 0.2503700422517723, 0.9837557588470252, -0.802845044975739, -0.2724822796170536, -0.1395541771551807, -0.0719058195922821]"
s3://p8-ms/Test/Kaki/r_198_100.jpg,Kaki,"[0.8230042999163008, -16.445963923993904, -12.76784758662066, 4.648694194179271, -0.5557764944251329, -1.832866255870951, -2.611503396849852, 3.2463174431383623, -10.019725923609945, -2.997237648292843, -2.151780857720547, 3.1088808261261414, -2.224164686290265, -1.0192257963784874, -0.13017730768083274, 1.227273067693216, 1.4620872174520394, -2.851571326779132, -0.9311995501677253, 1.2643440113798274, 4.276467593865378, -1.903386611715165, -2.788348463691772, 3.104971600996921, 7.423828909681138, -0.6426510917094314, 3.6724856397975576, 0.08500676623428635, -1.1377484063121435, 1.2980804661989338, 0.06906469705433957, 0.35509111115662845, -2.691959974676404, -2.5422418350673697, -2.5172422067182034, -1.9891601635716858, -3.1545890473688507, -4.189096824838344, -1.3667990905937457, 2.960209367997141, -1.0069357672700208, 0.0533025676627986, -4.573237306660084, 0.8526040439073139, 2.2392640381580913, -0.9350544969543165, 0.9368726867286128, 1.0730108576515378, -0.9522655693198991, 0.2624936192833704, -0.5838586223109344, 1.9332621120689795, 1.5832178679327926, -2.032501535164252, -2.6216966382383378, 1.3350337564422203, -0.5784073379116341, -0.3611393568992692, 0.4935020185144875, -1.021376005128037, -1.9467517990410474, 0.17826903149748197, 0.2610090901404211, -2.953033137310825, -0.3635122102764612, -1.5842300584958888, 0.43751553550808925, -0.13856592561305464, 0.6859052792407591, -0.12570343077274482, 1.2490968031484575, -0.8893993359073527, 3.5156469603634073, -0.8028060358204009, -0.10421422654346034, -0.6123080517589146, -0.48619458144090416, -1.7427133520673672, 1.6853054540446464, 0.7625371433770571, -0.8646961557699764, 0.21998757774551878, -0.7116007032215991, 0.1687531718269045, 0.7391335730731647, -0.7740118876707592, 0.2572970862499413, -1.8174085011185672, 1.3192000604785117, -1.2167148532091145, 0.12498398516141422, 0.6687225397608432, 0.9249152473585016, 0.15752084742804778, 0.25369862393192305, -0.31917911086496764, 0.5386767825417041, -1.0993003181975016, 0.07229319830265038, -1.5852788862193414]"
s3://p8-ms/Test/Lemon/r_180_100.jpg,Lemon,"[6.6274352066986255, -3.667051590673041, 8.419937116693015, 1.5623813555141615, 1.6888551196791242, 0.9755458555711245, -1.809860089702558, -0.9184644837947227, -2.7552078161420193, -7.231867616615437, 2.6815970359299923, -7.356551885615212, -2.2597529694833436, -3.3414920264008816, -2.3003220980823476, 6.810749454419349, 1.170829598180276, -0.8682693078095971, 0.4406210902836958, 4.61986560038633, 6.716212521856438, -1.6732858066788674, -2.5930482649650646, 4.244709399782964, -4.78504068028575, -2.1170049101781574, 2.0177073811728063, 1.0251945278851957, 1.9829108710876535, -0.9703387530459895, 0.5121419631057359, 0.3536978758035, 0.27187047392530805, 1.5065361436254718, -0.4008561971137696, 0.18003646544762608, 0.22686638325, -0.25658226655429256, 0.7017946417931618, -0.7664242502245738, -0.6114252208009069, -0.020379928934704465, 1.429907363885086, 0.6859355214713275, -0.16014683176801148, -0.16538992082753345, -0.6430472952848689, 0.28057315334426874, 0.5494634710783504, -0.5047305866961824, -1.5529452564342947, 1.5800445318013159, -0.9724385985784936, 0.2546081935044636, 0.9235417220002082, 0.22789644745527043, 0.7019729411346657, 1.163825843854467, 0.26538892731259206, 0.6192472598622164, 1.416140990822427, -0.04642147934723457, 0.03177576685266441, -0.5794730932209289, 1.0469987603165058, 0.5119318668827896, -0.3936117723548592, -0.569007568200131, 0.7618543639473799, -0.01508230609499416, 0.6332952083086972, -0.8882166972793669, -0.6399900910945276, 0.07372637205068526, 0.08942820156388677, 0.9232914159954315, 0.09079540229045789, 0.4172021596407823, -1.1716987740573757, 0.46561248803433253, 1.0114048289571365, -0.22505850781660644, -0.08743662247105069, 0.7841376395821694, -0.4855479298030079, -0.8975596933502615, -0.7359171223381569, 0.697647552924121, 0.27822601957301607, 0.5229444355036564, 0.45594062603016394, 0.07394151488006519, 0.2697152357344195, -0.5771884124627493, -1.2510901628874433, 0.3291676864523283, 0.46092416964872096, -1.232927332060083, 0.6755899788261776, 0.6627858061948422]"
s3://p8-ms/Test/Kaki/281_100.jpg,Kaki,"[5.7821919903518895, -18.806105678658874, -18.04616043803652, 6.512587787420913, -2.6472374219235477, 0.12903943181202304, -1.9954325134828825, -4.463757391818208, 12.527893984039, 1.7062150403560472, 2.6413541617617966, -5.134027414046586, 1.2994272724268383, -2.005237275177752, 0.19409266897374308, -1.7000530520874761, 1.7308905542668376, 3.9397041010679534, 4.7488320670986095, 0.3918030211971288, -0.24575647493296326, 0.023832901318138377, -0.23933951000540848, 1.0425801112589785, 1.9102291262179936, 0.0809987253942887, 0.6667647044272762, 0.2155575647082986, 0.03971703042387218, -1.5462783155709696, 0.20665333488346332, -0.19415863703379047, -0.05866419193512096, -0.21238222766797946, 0.6472334442819756, 0.845838890148528, 0.32152064588333484, -0.7217008698728468, -0.471623169961791, 0.5141712608475905, 0.5832947370760974, -0.06998913771681387, 0.5074159410126378, -0.11372129645624049, -0.11058726327958024, 0.017227259452282935, -0.2739156269819517, 0.3005695806501222, -0.31381183221168607, 0.060384398494412406, 0.7823943537884176, -1.05786634522734, -0.24864212770366328, 0.815419750937974, 0.16796272560225625, 0.29798532565561225, 0.6386300745754043, -0.603879915828675, 0.45532256390126985, 0.2986453945706461, 0.39523162596643135, 0.2678936772560235, 0.8641536177526312, 0.11190517153095758, -0.6344262435439592, -0.1522632437606617, -0.12454609518040509, 0.7940438716962974, -0.09891554046574273, 0.5229778205135797, -0.4046659591675862, 0.68308710008692, -0.8950054053072705, -1.0310137171228302, -0.7398939663489421, 0.7835188139176082, 0.2997101856212161, -0.11939442208845923, -0.06374751140892447, -1.1034221585551502, 0.39817774664132993, 0.443101980148754, -1.2583260795765339, 1.2917252880092733, 0.49701372134585153, 0.3452946977358995, 0.6801623021102927, 0.18977803502496698, -0.8821377393471181, -0.8444514592141092, -0.46405988826635053, -0.05704129018760276, 0.17345731567234252, -0.4769679915740206, -0.321300033895719, 0.2610597728908842, -1.0213772383685111, -0.3508179619643871, 0.2591379016728464, -0.8011169584889142]"
s3://p8-ms/Test/Lemon/r_186_100.jpg,Lemon,"[5.911100313413096, -4.175178294712932, 7.7588966919414455, 0.9142054950947396, 3.32690560780165, 0.25993456840609536, -3.1880845459153417, -0.42645449228427046, -3.648550537589117, -8.374376063617655, 1.6976880506697196, -6.226710705806467, -2.469062968663748, -2.9970623482509753, -3.5981100715061, 5.305216447313777, 0.7644400780660794, -1.1063861612536041, 0.3178559951050184, 2.6430230888636257, 8.276137093461077, -1.557636543331037, -2.755765069060632, 5.0680002261415105, -4.403676055128843, -1.3203573053767457, 2.203003624532364, 2.340204334946456, 2.782544371754813, -0.5659775814602392, 0.5284274556522972, -0.07502547952935693, -0.3289535212024782, -0.03766615829067361, 0.46194626885324985, 1.3373815847424857, 1.1651908798686836, -0.13741483612051994, 0.23042861011698076, 0.18480163366656233, 0.15924374193437665, -0.010120078586458778, 1.1929854407812972, 0.24670804885204883, -0.0014538633714296142, 0.1440901312840304, -1.0416545055471862, 0.7549336069297646, -0.34068692355738767, -0.11150602720212098, -0.9300814472986112, -0.30654644768530676, -0.015412490887566382, -0.27356153123895904, 0.19506307287390937, -0.48770552624448943, 0.19056436967293744, -1.354585546513767, -0.40333628728697407, -0.15597299408214998, 0.28618145164444986, -0.05729033547779341, 0.3324168052029091, -0.6008479337637765, -0.10081427748150862, -0.5086230330958855, 0.2617301641820721, 0.050878941481358686, -1.121527354544223, 0.4389682823544591, 0.12826603007182585, 0.24049891504058712, -0.901657995444041, -0.04414971744752978, -0.4809489809453155, 0.06481072164481146, -0.8761541925663443, -0.9318831095271246, 0.25422590498389486, 0.27895732584913335, -0.20288394739692509, -0.19304102227466316, 0.4774053623823223, 0.46554260315062357, 0.18400204479490398, -0.029627519601001427, -0.014876747387084416, 0.3395295356363051, -1.13340903010673, -0.373427228151587, -0.16162599533423316, 0.17678343906989097, 0.06195256827986793, 0.11781259457403451, -0.3190619469591118, -0.3168953202704921, -0.47370849453746183, 0.10812643977635077, -0.3329254962339168, -0.4366074040685196]"
s3://p8-ms/Test/Kaki/r_80_100.jpg,Kaki,"[-1.4578277100803319, -15.709112585727084, -13.207590202944775, 4.869690203040901, -1.0380021603717948, -3.772481343382654, -3.495409967655289, 4.344452116533205, -12.59978357841413, -2.937791284709217, -2.730078524682811, 4.581226776148638, -0.7069349578685042, 1.2208249199196997, -0.4529658440101956, 2.4798745538735996, 0.2860049148615363, -3.574705946765694, -3.2123170292917336, 1.8253754662512311, 2.669050394941705, -1.5079917532578526, -2.179552738024789, 1.5239678970547879, 6.566137033569766, -0.888327511641044, 2.0474648199973937, -0.4423234317429428, 0.7281345993401631, 4.801742804205571, -3.031326291872963, 0.3198949823556199, -3.672288826001819, -0.7088430943334919, -0.3247448944934917, -1.7777719549997733, -1.365863305223796, 2.4114675747037753, 3.800139732687823, -1.2222886506706487, -0.10037852285495034, -2.1576145150270634, -0.6110568970147374, -6.21209718691333, -2.2243089469525734, 2.438740761110958, 2.781896004666376, -4.016291784962116, 1.450744752861206, -0.9654568135042176, 2.1192904573583387, -2.0794175326150715, 0.2587210161965777, 0.9077853220446938, 1.1041708154969023, -1.0931206159505513, 0.9639207996499619, -0.43381503797840953, 0.4484841356916303, 0.6177560000460036, 1.0838194014186673, -1.1373129767374142, 0.6885853864478869, 2.0000355265232233, 1.8044984676353302, 1.183362512056265, -1.6386152936458431, 0.6542221897760127, -0.7507885203582868, -0.28943612136487135, -0.001117693946719441, 0.29610983578440453, -0.20878457467438707, -1.259505842018012, 0.2894997267041343, -0.481173587187347, 0.67243081633466, 0.5120508453685989, -0.6388560404860907, 0.6756843798442688, 1.1096529153938708, -0.5737779597599646, 0.36248349412492115, 0.6686771155999917, -1.3705362664589578, 0.19743484136417974, 0.01985636057162484, 1.3798494336899896, -0.43922557210953234, 0.5884836146037566, -0.15432451214444598, 0.4579882118388633, 0.069891240648841, -0.24011614760810102, -1.7550350089695743, 0.3385577865898972, -0.2191751080073009, 1.5673080018711394, -1.2823021803217138, 1.1777775781387925]"
s3://p8-ms/Test/Corn/34_100.jpg,Corn,"[-5.453285552443562, 3.735260759186542, -0.9212575198227135, -22.947916713613154, -27.709795256195687, 1.8634027003096525, -7.552562427229893, 0.1610760032019224, 0.22659802390048212, -1.4362429845548612, 0.05930783095422157, -0.8783701098597775, -0.2884975198349182, -1.3334003283508298, 0.9529911823883366, -0.017754504059876237, 0.7317078619192178, -0.23182271698996346, 0.48662097014443745, -0.863848546346405, -0.4912939214408309, -0.2776437141909556, 0.42128912452922473, 0.16893888932743095, -0.43816616745253467, 0.5279429579486674, 0.16958177541571653, -0.33227760275383367, 0.2840126224512947, 0.8355043859469901, -0.41515465448704425, -1.045409371842787, -0.29884568014510465, -0.1865078945924572, -0.42825505567700944, -0.5937183438965367, 0.7173658226078059, -0.8354875803458464, 0.5370196986259917, 0.3944994968195452, -0.8728115274685926, -0.26581337070030897, 1.463989420194132, 0.3827750047185172, -0.7562377450584667, 0.8166531787216537, -0.681912049305852, -0.45221792953310075, 0.2942103846111428, -0.30784087198220006, 0.9473532708747657, 0.06376117555524363, 1.3591071113702484, -0.40249465164133186, -1.255523391003393, 0.7103776270945205, -0.26262510810062756, -0.1994470526490194, -0.0200856721441777, 1.6794996154609687, -0.5565384892014584, 0.17391569012301886, 0.47820657648338233, 0.17458021468591878, 0.259040105063397, -0.05280848859523139, -0.08664375819876455, 0.3382522577761791, 0.4462176475798449, -0.14541203007529982, -0.47082099597974597, -0.6281311131290818, -0.1510436699400514, -1.0983739326167665, 0.693196546883567, -0.3163694252787578, 0.8733614047271336, 1.6067115250377484, -0.9758241151265509, 0.6676892648161806, -0.5810999019928195, -0.9876762613602001, 0.235022581919519, 0.21398241880251032, 0.21337981849015178, -1.1080971960092278, -1.2749902411357554, 1.188835666798906, 0.5328820621983965, -0.24377163176837105, -0.10138473223845433, 0.24441832208847575, 1.2649228452836903, -0.2418545940120893, -0.027036777209365287, -1.2272474693886466, -0.8979016009975527, 0.4038235352523583, -0.3653811773454726, -0.6519943714126024]"
s3://p8-ms/Test/Corn/158_100.jpg,Corn,"[-6.0032374369426185, 3.4990456648759896, -1.486332575085674, -24.235628043126855, -30.15694283706161, 2.157990935453656, -7.89922837181476, -0.325576297975418, 1.0098507462485173, -2.682967401234192, -0.3666049367221566, -0.24676228785383653, -0.9598022109383864, -1.3894599005735844, 1.8565731912155423, 1.4085086405552643, -0.339287695651531, 0.4979142517494207, 0.5410571482626044, -0.7845289243328851, -0.9043549017040322, 0.32405636366435747, -0.6029147552527259, 0.3016576824110753, 0.3753904913165836, 1.34211925918593, -1.2024515082509821, -0.6684632391070959, -0.19103487925287807, 0.8568073438918907, 1.603267625689105, 0.3572316624543016, -0.9583610574681456, 0.9367930812331053, 0.9991971025914272, 0.8162906257506081, 0.07182512254956389, 2.726950733800578, -1.427928093839375, 0.44316437516946555, 2.1032753680463023, 1.98567552592855, -3.4773426792357944, 0.4823044750556932, 2.1923903565606317, 1.065660825545725, 1.1172489072083773, 1.9605220028743602, -0.5230902779498786, 0.6871559700440516, -4.641705483316335, -0.9043209691058475, -2.4396695965683026, -0.2003669878415461, 1.1609391793903454, -1.0192745404008003, -1.563822121774373, -1.3796986150731614, 0.6989894503744388, -4.291520472821942, 1.9893902049352148, -0.4450886971866442, 0.3727788307131884, 3.319593691890397, 1.5808062350902523, -0.22633834982781273, -0.107516764651057, -1.1015302846786237, 0.352882542076254, 0.5825589635127342, -1.3492451539005943, -1.0274237718773465, 0.28531039348725384, -0.5819623068531546, -0.8011149577755191, -0.027269615057724836, 2.5828964622559174, -0.4642390049687529, 0.9660027375368692, -0.4576334153984261, 1.5635827038109702, 0.7791181805110563, 1.030550216818016, 1.6222177000393754, -0.5582482244230655, 0.0823845722100432, 1.2904584108926598, 1.1037952328008804, 0.7897489906555621, 0.4852835689989416, 1.2124924889827162, -0.07420539941799395, 0.5989877813602663, 0.05299571462028209, -2.982237981204297, -2.1845853569859304, -0.14797030934923922, 0.11437554848855304, -0.4548780908358178, -1.0469166440564637]"
s3://p8-ms/Test/Kaki/r_173_100.jpg,Kaki,"[0.032754587566104644, -16.542617940944677, -14.251915566137221, 3.1945960119785153, -1.8753025419256402, -4.119165447192575, -2.87771399996316, 3.4351716149261353, -14.451959663272058, 0.07885423349220884, -4.071588929686041, 6.296144508266041, 2.2365103834123348, 2.7391616382990596, 0.0386477231575358, -2.109318678445174, -0.4869819276476816, -0.5406643063056659, 1.7308921916554236, -1.6761479894052491, -0.06280684589946113, 0.29462453629861407, -0.4251462874937091, -0.7304073173342391, 0.8021378105073923, -0.4333125979210235, 0.7968562525164136, 0.8567194084570491, -0.8541317402489834, -3.4989255791673814, 1.4275173738880111, 0.03957441314927244, 1.6509779433231704, 2.101120308424166, -0.08148738622019526, 1.3929138033236077, 1.2090543918590448, 2.3013593167225843, 0.8584920207336818, -1.5624495348105252, 0.6194047343084953, -0.6295698135000859, 2.635721816305845, 0.8572844308774024, -1.0574751258860833, -0.14623515608204254, -1.6266583757358375, 0.7714315591148377, 0.6882803087221322, -0.7696126817392004, -0.6927813319061018, -0.10709225557545345, -0.7773063655376161, 0.8825479857619465, 1.7746689405191514, 0.7029393701369847, -0.02581260939425073, -0.4694761374948552, 0.17994966304364254, 1.746031202421164, 1.6139900850899858, 0.5098180963761991, 0.5665430293215197, 0.25559545812763046, 0.2994325448510769, -0.7671966853303201, 0.397760890693898, -1.183616996956868, -0.42909151111004196, -0.16599659121014615, 0.15117894836597412, -0.056094800301876614, -0.6473057269038237, -0.703601167213681, -0.2594451986120873, 0.3908048727195355, 0.8634745470723048, -0.9968853765790345, 0.3824773948867915, 0.8457193676718185, -0.6427472485388388, -0.015533459646522158, -0.6817896302026715, 0.616346654646999, 0.31492496722110375, -1.0194971982023369, -0.3748239405613833, -1.1410824232251762, 1.5150765691493435, -0.43426626021228776, 0.19976342515985634, -0.22492111718605765, -0.0036191043377877315, 0.12773292564248878, -0.13229314262800462, 0.2879325060096139, -0.5057628220631718, -0.9350825025664498, 0.34002874652497916, -0.269746210204341]"
s3://p8-ms/Test/Kaki/r_165_100.jpg,Kaki,"[0.8829811706303182, -16.78484561278308, -15.285037563125721, 2.956283336638043, -1.9774732554161418, -4.442358442804274, -2.9150854096380256, 4.063231018334136, -14.350140904373767, -0.3891986795416378, -3.819492533991775, 6.330746816153552, 2.5161498464760577, 3.282684472953828, 0.09144175936824858, -2.9236389279152437, -1.404278608858671, 0.5861395886658698, 2.476506628535501, -1.9428944657384057, -1.2928426605923735, -0.6386608481176885, 1.0806271468121251, -0.6751270221346647, -3.095225866532837, 0.6873460825206776, -0.12412110847243085, 0.9841389778024587, -0.43664526301749873, -2.3963153897522584, 1.049690709694173, 0.7321573437195777, 0.802294148280123, 2.2000122675208664, 0.47112480882652064, 1.806871997393289, 2.365047354749009, 3.71278704656435, 1.4074915091724796, -1.4746468985233439, 1.0654419481011137, -0.34387833841767546, 2.746137454457867, 1.175740213652134, -0.5271500023949623, 2.192479892424666, -1.6691813115567369, 1.0429960774920473, 0.605091572129093, 0.20460974685675137, -0.9748827494737047, 0.9482524011429353, -1.564330183875813, -0.08257848970714031, 0.9019543958159758, 1.3519944298967639, -1.9008097245253304, 0.3016397181116616, 0.3497877611106677, 0.5583908819052616, 0.7636303838092516, 1.0060555664095532, 1.957162280618155, -1.1492765983544542, 0.9635496821873556, -1.2128782233951108, -0.19990397309198166, -1.5401174692274748, -0.7859168300980416, 0.18559613456321783, -0.6350722835515741, 1.5033502266377674, 1.074695479461925, 1.0246259130665045, -0.7265648619224174, 1.648850018335389, 1.4054280465367226, -2.277687697208842, 1.7762192576545708, -0.20895395328068617, 0.015899193817531493, -1.7965014533221215, -2.471522092461361, 0.3548202928005848, -1.6513743018796117, -2.7669308251939957, -1.3439735978508867, 0.45680600049398445, 0.24793478431569443, 0.5014586043069045, 0.7260564731273855, 0.7842414928547228, -0.33807827851296707, 0.91778297990671, 0.7564269521094245, 1.2787801146161732, -0.7880838169705645, -0.3769387373421115, 0.2585033042155101, 1.038820585696188]"
s3://p8-ms/Test/Banana/169_100.jpg,Banana,"[-17.521278567397438, -4.867511195964564, -1.731958522102642, 3.8739569119074297, 3.8830803919375003, 31.42224413908876, -0.5882643976559323, 2.4998807418529387, 2.0874623167273176, 4.2297683093257765, 2.0184722091541736, 5.640760074614045, 0.7172318940376154, -3.9165093230208305, -0.4476035694670122, 5.370226467507276, -5.795576294573925, -8.95571663529483, 7.093668458321493, 3.124284010311476, -16.578880789197108, -6.740278650307244, -8.58453008395574, 3.2482231120595544, 0.8298846445505018, -10.509969413557458, 4.012156478771455, -4.373068877152455, 4.261912462733559, 1.7351655325471824, -6.428885659040774, 0.21660964804405028, 6.348124806995281, 4.79101703900855, -1.3127509420880965, 4.548604941823455, -7.029434111961279, -4.675483155753922, 3.796470304101319, 0.2083356022623111, 3.1714775425954045, 2.1816182921682508, 7.468173158600603, 13.647851481770557, -5.288750444425677, 22.817869325697046, 2.3465915236927772, -1.78846081129348, -6.0991568632190996, 10.076887738062556, -2.9202434587793777, -6.177530840778505, 2.352492321036761, -3.87649387574236, 0.8064915223924307, -0.5271727559616985, -2.003180987576964, 2.3268858700026978, 3.9718016452170954, -0.49741533721067915, -0.6411516844588574, 2.842799766176817, 0.7001823073338774, -4.834825249635845, -4.033191239834282, 0.4924040502092222, 1.975876590092051, 2.692186549111704, -0.1145727626940665, 0.11249602139347319, -0.5312252246175053, 1.4092038090979913, 4.289671040581922, -3.5014706157202515, -2.01433349711008, -2.7344068536025024, -1.9769496084910734, -0.4817583754452883, -0.8948941526996093, 3.9241901328848687, 4.166475773462708, 5.849401428818723, -3.609907245313111, -1.997846824831569, -3.043175297158338, -1.461124700201571, 3.0919117380447037, 4.003475278479598, -2.6561498915351387, 0.5299816222580123, -0.764406373381352, -1.9056593411390201, -0.8254988708606861, -3.094231496764203, -0.29037559087547893, -1.2020909418010182, -0.5182679118656124, 1.101728145538896, -0.6154386500434024, 1.3803974680323552]"
s3://p8-ms/Test/Banana/299_100.jpg,Banana,"[-13.798819535172123, -1.9494599044576262, 1.409774624195432, -2.3119643093069167, 7.277018726343812, 28.090941657100757, -0.48622447324559126, -2.899728116602491, 0.044457491618091705, 1.5273968643563627, -1.6600844625833888, 4.786444012025082, 2.515917693228545, 0.8706296291940032, 2.5500376264882187, -1.6897933035462491, -0.7146621571289085, 0.9470876263140747, 1.1721033841215565, 1.518806960032348, 5.672174663243897, 2.9884274069649703, 0.844927660621727, -3.2451649901587074, 0.2727834038483009, 1.2260020704924814, -2.7516713827548327, -0.4938714468604014, -0.16295277251379203, -0.25814662959388635, -2.332569090087139, -2.1487259235235867, -0.9878140112685919, 1.4980491554564044, -1.9990427536306274, -3.3044468838640486, 5.079740310610173, -3.2227730646055086, -0.30623970833520836, -3.338612457990228, 0.8346259150997173, 0.40507566823548585, -1.1682244701303666, -1.9206483007968416, 1.0927797656749865, -0.9239448515691396, -2.0275034133161713, -2.3091541909364794, 2.7120931976855966, -0.021199994063355453, -0.3037564718496442, 2.337050503834122, -0.13881604966554, -0.3794887752500365, 0.12764302243072417, 0.8214825508471097, -0.4783397397123381, 0.13160967286169842, 0.49784079272129483, -0.818404797562291, 0.7129061096638765, 0.7580324595436446, -0.5834782013442613, 1.3789401869922109, 0.7670213590210837, -2.279605164222482, -2.362503628037037, -4.31146644292583, -0.8085294101152974, 0.7696779374519841, 0.6603626350853935, 1.3877369020375072, -1.0727664430547237, -0.910169293408614, 0.5694848975100746, 0.7812228492097346, 0.6557845926936415, -0.5376408577439001, -0.13567367358962049, -0.13106083485582187, 0.7576012170155971, -0.33495930092070936, -0.8668515364422233, -0.14660013802954683, 0.460329820186209, -0.43120060997420506, -0.21942211667533987, 0.7429233695448481, -0.9825028662232297, -0.9582484746429901, 0.2091219346009307, 0.1981491966326938, 0.2493313059874765, -0.7506847269121405, 0.04972326068011031, -0.038991718893355246, 0.850181866650035, 0.11633501936630153, -0.4919049439311614, -1.3285307459347784]"
